"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1108597080933715969","","","2019-03-21 05:11:55 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Champions league bitcoining https://t.co/lF8QEHXV15","","","","https://twitter.com/roasbeef/status/1108547118753406976"
"1108593146663981056","1108544363158798337","820252180796100608","2019-03-21 04:56:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@pierre_rochard @stephanlivera Classy @stephanlivera 👏👏👏","","","",""
"1108452858029109248","1108365179711090688","4515891","2019-03-20 19:38:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jmguardia @Egocrata tienes una explicación para por qué en esas 4 ciudades ""se disparan"" las cifras? (no pun intended)","","","",""
"1108448039692193792","1108447494390931456","248973133","2019-03-20 19:19:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@fartface2000 @BrokeWokeJoke @yassineARK @hasufl around 3-4 years ago","","","",""
"1108438005969313793","1108316244497915904","248973133","2019-03-20 18:39:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@fartface2000 @BrokeWokeJoke @yassineARK @hasufl it completely changed the way I think","","","",""
"1108437339674738689","","","2019-03-20 18:37:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","¡¡¡¡¡¡¡¡Médicos Españoles espabilen!!!!!!! https://t.co/OWxCzP6K1P","","","","https://twitter.com/ChristianAssad/status/1108429883150135296"
"1108332924053741569","","","2019-03-20 11:42:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Incomprensible que alguien piense que yo quiero tener los mismos servicios que todo el mundo. Lo que yo quiero son unos servicios espectaculares https://t.co/LtIMdHO9ZO","","","","https://twitter.com/BenitoArrunada/status/1108321704676376577"
"1108312146658627585","","","2019-03-20 10:19:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Actually, I believe every government has a particular kind of Dutch disease @FTAlphaville https://t.co/hoE7gYZvLs","","","","https://twitter.com/acrual/status/1108310576541978624"
"1108310576541978624","","14465640","2019-03-20 10:13:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FTAlphaville supports bitcoin?
Excellent article https://t.co/E0UMnkQyKa https://t.co/JrB57eGSGb","","","","https://ftalphaville.ft.com/2019/03/13/1552487003000/How-to-diagnose-your-own-Dutch-disease/,https://twitter.com/acrual/status/1108310576541978624/photo/1"
"1108305717101060096","","","2019-03-20 09:54:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @nwoodfine: The future is here.
https://t.co/qoTebvSgBR","1108301750857957376","55206672","2019-03-20 09:38:23 +0000","https://twitter.com/Blockstream/status/1108298788295204864,https://twitter.com/Blockstream/status/1108298788295204864"
"1108299457882456064","","","2019-03-20 09:29:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @flix1: I have not seen this in a long time: More offers to buy than sell BTC on @bisq_network Sellers are pulling back. Very bullish si…","1108298247850917888","14217906","2019-03-20 09:24:28 +0000","https://twitter.com/flix1/status/1108298247850917888/photo/1"
"1108293261729431553","","","2019-03-20 09:04:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yan has a gift in explaining bitcoin stuff easily!! https://t.co/XOSw6uP2Tb","","","","https://twitter.com/skwp/status/1107763641728856065"
"1108287597619695616","1108085840150880257","21519885","2019-03-20 08:42:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@pwuille Great educational thread thanks. Does it make sense to assume that many of the lost-for-ever private keys are from bitcoins within that group? I mean, otherwise what reason could there be to keep pubkeys exposed besides laziness/ignorance of course.","","","",""
"1108283527081148416","1108280749231407104","331716360","2019-03-20 08:25:58 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BenitoArrunada @FinancialTimes En mi opinión ahora mismo se parece más a Huxley, pero tiende a Orwell a medio/largo plazo cuanto más se concentre nuestra información en pocas manos","","","",""
"1108070891714420737","","","2019-03-19 18:21:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @skwp: This whole thread is gold https://t.co/oJ9bJqNVdB","1108068929233186816","43763","2019-03-19 18:13:14 +0000","https://twitter.com/zaoyang/status/1107970427245072384,https://twitter.com/zaoyang/status/1107970427245072384"
"1108058653951754240","1108055205654913024","2957060303","2019-03-19 17:32:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@SGBarbour @fnietom There is definitely no evidence whatsoever and nobody can foresee a price discovery process like this.","","","",""
"1108053960039038978","1108047441423548417","2957060303","2019-03-19 17:13:45 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SGBarbour I used to think the same but this chart from @fnietom seems to suggest otherwise
https://t.co/IgagifIK4h","","","","https://twitter.com/fnietom/status/1105406965063319552?s=19"
"1108029323779416064","","","2019-03-19 15:35:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jimmysong: Here's the truth: Bitcoin is more money than tech.

If it was primarily a technology, Silicon Valley would have been all ove…","1108027091788931072","21263333","2019-03-19 15:26:59 +0000","https://twitter.com/brian_trollz/status/1107838874167009281"
"1107948457334063105","","","2019-03-19 10:14:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @lucas_lclc: Biggest online shop of Switzerland starts accepting #Bitcoin!

https://t.co/MsCFXBk3FL @bitcoin_ch","1107906827306655744","1248335677","2019-03-19 07:29:06 +0000","https://www.watson.ch/digital/schweiz/801431165-bei-digitec-galaxus-neu-mit-bitcoin-ether-und-anderen-kryptos-bezahlen,https://www.watson.ch/digital/schweiz/801431165-bei-digitec-galaxus-neu-mit-bitcoin-ether-und-anderen-kryptos-bezahlen"
"1107927265164304390","1107738796769062912","292464252","2019-03-19 08:50:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@JorgeBustos1 que razonamiento más absurdo. ¿No será porque una parte de la población se siente representada por ellos?","","","",""
"1107747135196446721","1107730188195061760","1029708203960016896","2019-03-18 20:54:32 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SFerrolano @jdolfer Que grande!!","","","",""
"1107714624663769088","","","2019-03-18 18:45:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @flix1: People have a very mistaken idea about how safe haven assets behave in a liquidity crunch. The naive assumption is that their pr…","1107578756288397312","14217906","2019-03-18 09:45:27 +0000",""
"1107705578984562689","","","2019-03-18 18:09:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @acrual: @dlacalle No comprendo cómo podríamos combatir el socialismo sustituyendo unos muy parásitos por unos un poco menos parásitos","1107705272401825792","11627302","2019-03-18 18:08:11 +0000",""
"1107705272401825792","1107698659293122564","29270179","2019-03-18 18:08:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dlacalle No comprendo cómo podríamos combatir el socialismo sustituyendo unos muy parásitos por unos un poco menos parásitos","","","",""
"1107650435056312320","","","2019-03-18 14:30:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @fartface2000: Owning bitcoin is the equivalent owning a non-expiring put option on all your assets valued in fiat.
I think it’s irrespo…","1107624270438514689","248973133","2019-03-18 12:46:19 +0000",""
"1107482746593656832","","","2019-03-18 03:23:57 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Twitter is the best idea validation platform that has ever existed.
As such it is the best learning tool available if used wisely.","","","",""
"1107479217653116928","","","2019-03-18 03:09:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @swifteagle8: What is the most scarce asset?

Time. 

How valuable is it?  

Ask yourself this question: Warren Buffet is 88 and worth $…","1107379283910148096","889141640178393088","2019-03-17 20:32:50 +0000",""
"1107398653155647488","1107387707771285504","279023586","2019-03-17 21:49:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Alfonsocalabia jajajaa","","","",""
"1107368000460648453","1107342212533227520","852259884175372290","2019-03-17 19:47:59 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hodlonaut I actually believe users should be able to silence certain words letters in a twitter ID @Twitter 
It makes the UX so much better","","","",""
"1107367026417459201","","","2019-03-17 19:44:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @simongerman600: This animation of the Battle of France is from 1940. Pretty impressive animation for the time I must say... 

Source: h…","1107025028892291073","359188534","2019-03-16 21:05:09 +0000","https://buff.ly/2HB6wLc,https://buff.ly/2ILCTHK,https://twitter.com/simongerman600/status/1107025028892291073/video/1"
"1107338888794832896","1107082229749088257","14521044","2019-03-17 17:52:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nlw @theonevortex is definitely one","","","",""
"1107337374554570752","1107289039248461824","2402070984","2019-03-17 17:46:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DanDarkPill Craig Wright is a fraud.","","","",""
"1107237699495362560","","","2019-03-17 11:10:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @stephanlivera: Bitcoin is next-generation financial infrastructure. Check out @notgrubles guide and see the power of politically neutra…","1107233780006174720","230517800","2019-03-17 10:54:39 +0000","https://twitter.com/notgrubles/status/1107021949648146435"
"1107237504451862528","1107236059170123777","183178222","2019-03-17 11:09:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MarcosdeQuinto Mucha suerte, de lo que se pueda conocer a alguien por sus tweets, sé que lo dices de corazón.","","","",""
"1107235093133885440","1107233780006174720","230517800","2019-03-17 10:59:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@stephanlivera @notgrubles Absolutely awesome. My personal goal is at some point, even in 10/20 years time being able to be as financially sovereign as him.","","","",""
"1107234259792732161","1107234032004280320","11627302","2019-03-17 10:56:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","En cualquier caso, desde su punto de vista, comprendo que valdrá mucho la pena intentarlo.","","","",""
"1107234032004280320","","","2019-03-17 10:55:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aunque ya no votaré a C's me alegra el fichaje de @MarcosdeQuinto 
Sin embargo, creo que es demasiado íntegro para la política. Me temo que se retirará pronto, en cuanto vea que las malas decisiones de sus colegas rara vez tendrán consecuencias.","","","",""
"1107214942976000000","","","2019-03-17 09:39:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The only ones improving their lives thanks to blockchain are those selling ""blockchain projects"" and courses to convince you that your business needs a ""blockchain project"". https://t.co/8grcRSWo7w","","","","https://twitter.com/acrual/status/1107213879975788544"
"1107213879975788544","","","2019-03-17 09:35:34 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Years later, still waiting for the 1st user excited for the extreme improvement on any metric of its business thanks to a ""blockchain implementation""","","","",""
"1106969547154903041","1106969238076563457","1043979060903366658","2019-03-16 17:24:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Dancheck2 @bitcoinpasada Indeed, it is a fascinating human action experiment","","","",""
"1106968278184931329","1106966569970749440","1043979060903366658","2019-03-16 17:19:38 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Dancheck2 @bitcoinpasada https://t.co/fx0ISVt3ug
I call it the largest trust transfer ever. The difference is that instead of trusting strangers to keep the information system of money, with bitcoin you only need to trust math and code. I rather trust the latter.","","","","https://twitter.com/acrual/status/1106779688171720705?s=19"
"1106966976746815489","","","2019-03-16 17:14:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🤦‍♂️ https://t.co/ufB3QyrvSq","","","","https://twitter.com/DigiEconomist/status/1106964322184544262"
"1106963350922166273","1106961222371553281","2355243272","2019-03-16 17:00:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DigiEconomist @bitgeiniog @HassMcCook 😴😴😴😴😴 you are about to get muted. 

I'm not going to write this article for you point by point. You have some balls. Do your homework and then you come back.","","","",""
"1106941727028453377","1106941554747457537","11627302","2019-03-16 15:34:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DigiEconomist @bitgeiniog @HassMcCook From now on if you want to discuss this with me, I'd appreciate tweet-long answers!","","","",""
"1106941554747457537","1106932106331148290","2355243272","2019-03-16 15:33:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DigiEconomist @bitgeiniog @HassMcCook If bitcoin mining needs coal because hydro is not enough, it instantly becomes non-profitable and then miners shut operations down. It wouldn't be surplus generation then! Mining is not profitable with energy sources whose input has a cost, unlike hydro, geothermal or wasted gas","","","",""
"1106909112485511168","","","2019-03-16 13:24:32 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","😂😂😂 https://t.co/v4ew3W2mV5","","","","https://twitter.com/SallyMayweather/status/1106676641529556992"
"1106908190313193472","1106905909886742528","18469669","2019-03-16 13:20:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@saifedean I'm completely sold to keto/meat. I feel like Conan the barbarian","","","",""
"1106907974797275137","","","2019-03-16 13:20:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @saifedean: The veganism fad might be the best thing to happen to human health since sanitation. Everyone who tries it or knows anyone w…","1106905909886742528","18469669","2019-03-16 13:11:48 +0000","https://www.dailymail.co.uk/health/article-6812893/Eating-bones-brains-saved-Vegan-gave-plant-based-diet-killing-her.html"
"1106852730092564484","1106851640836014081","11627302","2019-03-16 09:40:29 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BenitoArrunada Me parece un problema importante que sigamos pretendiendo que 46 millones de personas se pongan de acuerdo muy a mi pesar.","","","",""
"1106851640836014081","1106846651333992448","331716360","2019-03-16 09:36:10 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BenitoArrunada Eso sería lo ideal. Pero la gente tiene la manía de hacer lo que le pide el cuerpo, entre otras cosas, seguir las hormonas y alinearse con lo que crea ""afín""
Sería mucho más efectiva la adopción de un dinero difícil de confiscar fuera del control estatal #bitcoin","","","",""
"1106824456465457152","","","2019-03-16 07:48:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FAHayek_Quotes: Perhaps the fact that we have seen millions voting themselves into complete dependence on a tyrant has made our generat…","1106711679067398145","449159048","2019-03-16 00:20:00 +0000",""
"1106779700108673024","1106779698451890176","11627302","2019-03-16 04:50:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The current trust system is completely falling apart as a result. Lots of interests and links with power and Governments are still keeping it alive and frequently financed with our taxes or via inflation.","","","",""
"1106779701824098304","1106779700108673024","11627302","2019-03-16 04:50:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Without bitcoin I have the feeling everything could be somehow glued together but with it, it seems like the final blow and it is just a matter of time many people will start wondering why should we keep some institutions the way they were if better alternatives show up.","","","",""
"1106779703485087745","1106779701824098304","11627302","2019-03-16 04:50:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It may mean the start of drammatic changes that I don't think anyone can truly anticipate","","","",""
"1106779696749035520","1106779694232420352","11627302","2019-03-16 04:50:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","- Some people were publicly given authority, their opinion was trustworthy on any matter, if they happened to write in a particular newspaper, happened to work in a particular organization, awarded...
- Public organizations that were nearly untouchable are publicly ridiculized","","","",""
"1106779698451890176","1106779696749035520","11627302","2019-03-16 04:50:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With the advent of the internet 2 things are happening: 1st the spread of information allows us to understand that most of that trust was undeserved and 2nd new opinion leaders and Companies are slowly earning that trust by simply delivering actual results","","","",""
"1106779692370141184","1106779690285576193","11627302","2019-03-16 04:50:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","- A Country provides its citizens the idea that its judiciary and police forces provide a proper level of security of its lives and private property
- Governments intervene in every single part of the Economy to let you believe that if you trust them, they can provide anything.","","","",""
"1106779694232420352","1106779692370141184","11627302","2019-03-16 04:50:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","- Political parties used to mean the defense of a very particular set of ideas.
- Food authorities and even health recommendations have been nearly the word of God on what you should and should not do.
- The name of a currency used to mean trust in the issuer.","","","",""
"1106779688171720705","","","2019-03-16 04:50:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trust is moving from those who say they provide results to those who actually do, what I call the largest trust transfer ever.

This is what keeps me awake at nights 👇
(inspired by @VictorErem )","","","",""
"1106779690285576193","1106779688171720705","11627302","2019-03-16 04:50:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","- A newspaper was a brand that provided the reader trust that the information was reliable
- A University allowed an employer to trust an almost certain level of preparation in a potential employee
- A Bank rents fancy offices so that we believe they are solvent and solid","","","",""
"1106658142719483904","1106028072799744002","1643500784","2019-03-15 20:47:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@francispouliot_ Interestingly timochain would mean scamchain in Spanish","","","",""
"1106617660408766471","","","2019-03-15 18:06:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ThomasSowell: ""One of the bittersweet things about growing old is realizing how mistaken you were when you were young. As a young polit…","1106613461205823489","57338175","2019-03-15 17:49:43 +0000",""
"1106583126766219266","1106581875781443584","966695335887241219","2019-03-15 15:49:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VictorErem Yes I'll rephrase it somehow later when I find a minute :)","","","",""
"1106578982173065216","1106578980486942721","11627302","2019-03-15 15:32:43 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Money name meant trust in its issuer
Food authorities meant trust in their recommendations
People you thought of as an authority are not any longer trustworthy
All of this is completely falling apart due to the internet and bitcoin
The largest trust transfer ever","","","",""
"1106578980486942721","","","2019-03-15 15:32:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newspaper name meant trust in the info provided
University name meant trust in the preparation of a student
Country name meant trust in its Govt, judiciary and armed forces
Bank name meant trust in its solvency &amp; liquidity
Political party meant trust in the defense of some ideas","","","",""
"1106573726626263040","1106573064689602561","183178222","2019-03-15 15:11:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MarcosdeQuinto Ojalá hubiera una manera de limitar el poder Estatal #bitcoin","","","",""
"1106572520092852225","1106572216198680579","11627302","2019-03-15 15:07:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bitcoinpasada We can infer where all this can go but really can't be sure","","","",""
"1106572216198680579","1106571216955924482","1048239722340835334","2019-03-15 15:05:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bitcoinpasada What I mean is that information used to be in the hands of a few. Now it is everywhere and this has massive implications in the way we have organized ourselves in order to cooperate. Money is probably the information system whose shift has largest implications","","","",""
"1106570977092268032","1106570588670345217","11627302","2019-03-15 15:00:54 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bitcoinpasada Universities provide credentials. Newspapers make you think they are reliable source. All of that is falling apart with internet and ultimately bitcoin. All those institutions including money are losing our trust and this is being transfered.","","","",""
"1106570588670345217","1106565420532658177","1048239722340835334","2019-03-15 14:59:22 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bitcoinpasada An inmense structure has been created in order to provide the feeling of trust, in order to foster cooperation. Financial system tries to win your trust, judiciary and police force makes you think you are safe, government makes you feel they are needed for everything","","","",""
"1106555596122308608","1106555022974873602","966695335887241219","2019-03-15 13:59:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VictorErem https://t.co/F6YzmzKVW3","","","","https://twitter.com/acrual/status/1106555596122308608/photo/1"
"1106553915208880129","","","2019-03-15 13:53:06 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Many talk about the largest wealth transfer in human history, few about the trust transfer.

Although I'm looking forwards to the former, the latter is way more interesting.","","","",""
"1106552151726280704","1106534518117335040","25555639","2019-03-15 13:46:06 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@pnique Oye, y vosotros los de podemos, ¿cómo generáis electricidad con un parque de generación 100% renovable cuando está nublado y no hay viento?","","","",""
"1106259161275338759","","","2019-03-14 18:21:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I won't reach maximum happiness until a bitcoin transaction is consuming 100 times more than that https://t.co/oe3dKuCg34","","","","https://twitter.com/techreview/status/1106252148478828544"
"1106196745669787648","","","2019-03-14 14:13:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blockchainers didn't even get the name right!! https://t.co/6UeAkrjdji","","","","https://twitter.com/francispouliot_/status/1106028072799744002"
"1106196554661220352","","","2019-03-14 14:13:05 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @francispouliot_: Accidentally discovered a mind-blowing artefact of Bitcoin history. I had heard rumors of its existence.

I give you:…","1106026078135611392","1643500784","2019-03-14 02:55:40 +0000","https://bitcointalk.org/index.php?topic=382374.0,http://www.metzdowd.com/pipermail/cryptography/2008-November/014863.html"
"1106187610425303040","","","2019-03-14 13:37:32 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Muy pronto en un banco Español cerca de usted https://t.co/NkREySyqBg","","","","https://twitter.com/sbmeunier/status/1106160730435448832"
